datetime,country,shape,duration_seconds
2004-12-11 21:55:00,us,triangle,15.0
2004-12-11 21:55:00,us,triangle,20.0
2004-12-11 22:00:00,us,triangle,20.0
2004-12-11 22:30:00,us,unknown,5.0
2005-12-11 05:30:00,,oval,300.0
2005-12-11 09:00:00,us,unknown,180.0
2005-12-11 09:45:00,,fireball,180.0
2005-12-11 18:00:00,us,fireball,40.0
2005-12-11 21:15:00,,sphere,3600.0
2005-12-11 21:30:00,us,circle,600.0
2005-12-11 22:30:00,,other,240.0
2006-12-11 01:32:00,us,other,600.0
2006-12-11 10:40:00,us,cone,120.0
2006-12-11 17:00:00,us,disk,3600.0
2006-12-11 19:40:00,us,circle,3.0
2006-12-11 21:00:00,us,changing,1350.0
2006-12-11 21:13:00,us,light,2.0
2006-12-11 21:13:00,us,light,2.0
2006-12-11 22:50:00,gb,egg,2.0
2006-12-11 22:53:00,us,triangle,60.0
2006-12-11 22:55:00,gb,light,5.0
2006-12-11 22:58:00,gb,light,5.0
2006-12-11 23:15:00,gb,flash,10.0
2006-12-11 23:55:00,us,oval,4.0
2007-12-11 06:00:00,us,fireball,15.0
2007-12-11 11:00:00,us,disk,10.0
2007-12-11 18:30:00,us,light,180.0
2007-12-11 19:30:00,us,triangle,180.0
2007-12-11 21:00:00,us,circle,540.0
2007-12-11 21:00:00,us,disk,300.0
2007-12-11 22:15:00,us,light,60.0
2007-12-11 23:00:00,us,unknown,60.0
2007-12-11 23:45:00,,light,25.0
2008-12-11 05:02:00,us,triangle,60.0
2008-12-11 18:40:00,us,circle,240.0
2009-12-11 00:00:00,ca,other,10.0
2009-12-11 01:00:00,us,oval,120.0
2009-12-11 01:15:00,us,fireball,5.0
2009-12-11 02:50:00,us,light,120.0
2009-12-11 18:00:00,us,cylinder,30.0
2009-12-11 18:20:00,us,light,360.0
2009-12-11 20:00:00,us,other,600.0
2009-12-11 20:00:00,us,unknown,420.0
2009-12-11 20:30:00,us,light,30.0
2009-12-11 22:41:00,us,triangle,7.0
2009-12-11 23:00:00,us,oval,7.0
2010-12-11 03:30:00,us,sphere,15.0
2010-12-11 05:15:00,us,fireball,3.0
2010-12-11 05:36:00,us,cone,3600.0
2010-12-11 11:00:00,us,other,15.0
2010-12-11 19:00:00,us,triangle,120.0
2010-12-11 20:38:00,us,light,120.0
2010-12-11 21:00:00,us,oval,120.0
2010-12-11 21:00:00,,sphere,300.0
2010-12-11 22:55:00,us,light,25.0
2011-12-11 03:45:00,us,unknown,7200.0
2011-12-11 04:00:00,us,oval,300.0
2011-12-11 07:18:00,us,formation,600.0
2011-12-11 08:42:00,us,oval,60.0
2011-12-11 18:01:00,us,sphere,10.0
2011-12-11 18:01:00,us,sphere,15.0
2011-12-11 18:20:00,us,light,10.0
2011-12-11 20:00:00,us,light,300.0
2011-12-11 20:01:00,us,light,120.0
2011-12-11 20:08:00,us,cylinder,4.0
2011-12-11 21:00:00,us,light,2.0
2011-12-11 00:00:00,us,light,90.0
2012-12-11 01:57:00,,disk,120.0
2012-12-11 02:00:00,us,light,10.0
2012-12-11 04:30:00,us,egg,600.0
2012-12-11 05:00:00,us,sphere,3600.0
2012-12-11 06:20:00,us,flash,10800.0
2012-12-11 10:30:00,us,triangle,45.0
2012-12-11 10:30:00,us,flash,10.0
2012-12-11 15:00:00,us,changing,7200.0
2012-12-11 15:25:00,us,circle,120.0
2012-12-11 18:00:00,us,light,120.0
2012-12-11 18:15:00,us,unknown,20.0
2012-12-11 20:00:00,gb,other,360.0
2012-12-11 21:00:00,us,light,3.0
2012-12-11 21:28:00,us,teardrop,15.0
2012-12-11 22:00:00,us,diamond,300.0
2012-12-11 22:30:00,us,unknown,180.0
2013-12-11 03:00:00,us,diamond,900.0
2013-12-11 08:25:00,us,fireball,2.0
2013-12-11 16:45:00,us,other,180.0
2013-12-11 16:45:00,us,formation,30.0
2013-12-11 16:50:00,us,oval,1800.0
2013-12-11 16:54:00,us,formation,60.0
2013-12-11 17:00:00,us,formation,180.0
2013-12-11 17:30:00,us,light,120.0
2013-12-11 17:45:00,us,teardrop,900.0
2013-12-11 18:00:00,us,cylinder,4.0
2013-12-11 18:25:00,us,chevron,10.0
2013-12-11 19:00:00,us,other,5400.0
2013-12-11 20:29:00,us,oval,90.0
1951-12-01 19:00:00,gb,cigar,15.0
1956-12-01 23:00:00,us,formation,240.0
1965-12-01 17:00:00,us,triangle,300.0
1970-12-01 16:30:00,us,disk,1800.0
1972-12-01 17:00:00,us,circle,1800.0
1972-12-01 19:00:00,us,circle,60.0
1972-12-01 20:00:00,,circle,900.0
1974-12-01 20:30:00,us,light,300.0
1974-12-01 22:30:00,us,sphere,300.0
1975-12-01 02:00:00,us,fireball,3600.0
1975-12-01 04:00:00,us,disk,60.0
1975-12-01 22:30:00,us,fireball,240.0
1978-12-01 01:00:00,us,unknown,900.0
1978-12-01 01:30:00,,other,900.0
1979-12-01 01:00:00,us,cigar,20.0
1980-01-21 14:30:00,us,diamond,120.0
1980-12-01 21:00:00,us,rectangle,180.0
1980-12-01 21:00:00,us,disk,60.0
1980-12-01 22:00:00,us,light,30.0
1981-01-21 17:00:00,us,other,300.0
1981-12-01 19:00:00,us,rectangle,600.0
1981-12-01 21:00:00,us,light,900.0
1982-12-01 02:00:00,us,fireball,1800.0
1983-12-01 02:00:00,us,unknown,150.0
1984-12-01 18:00:00,us,fireball,2.0
1984-01-21 21:00:00,us,light,180.0
1985-12-01 14:00:00,,formation,1800.0
1986-12-01 22:00:00,us,rectangle,600.0
1989-12-01 17:30:00,us,sphere,180.0
1989-12-01 19:00:00,us,other,300.0
1989-12-01 19:00:00,us,triangle,60.0
1989-12-01 21:00:00,us,formation,1800.0
1989-12-01 22:00:00,us,triangle,180.0
1991-12-01 22:00:00,,formation,300.0
1991-12-01 23:00:00,us,light,10800.0
1992-12-01 01:00:00,,light,8.0
1992-12-01 02:00:00,ca,sphere,20.0
1992-12-01 20:00:00,au,oval,60.0
1993-12-01 02:30:00,us,other,60.0
1993-12-01 14:00:00,us,oval,600.0
1993-12-01 22:00:00,,light,5.0
1994-12-01 01:00:00,,triangle,360.0
1995-01-21 05:45:00,us,,900.0
1995-12-01 17:20:00,us,,2.0
1995-01-21 21:50:00,us,,180.0
1995-12-01 22:55:00,us,light,5.0
1995-12-01 23:40:00,us,,1080.0
1996-12-01 19:38:00,us,,15.0
1996-12-01 21:00:00,us,triangle,120.0
1996-12-01 22:36:00,us,light,600.0
1996-01-21 22:45:00,gb,circle,60.0
1997-12-01 00:00:00,us,circle,3600.0
1997-12-01 03:30:00,us,oval,900.0
1997-12-01 12:00:00,us,other,20.0
1997-01-21 19:15:00,us,triangle,600.0
1997-12-01 21:15:00,us,triangle,300.0
1997-12-01 21:45:00,us,triangle,180.0
1997-12-01 22:00:00,us,cigar,20.0
1997-12-01 23:30:00,us,fireball,120.0
1998-12-01 06:09:00,us,flash,2.0
1998-12-01 06:30:00,us,fireball,20.0
1998-12-01 07:10:00,us,cross,6.0
1998-12-01 17:50:00,us,oval,300.0
1998-12-01 18:00:00,us,fireball,12.0
1998-01-21 20:42:00,,oval,180.0
1998-01-21 22:00:00,us,formation,600.0
1999-12-01 04:50:00,us,flash,4.0
1999-12-01 06:00:00,,light,180.0
1999-12-01 16:00:00,,changing,300.0
1999-12-01 20:00:00,us,formation,300.0
1999-12-01 21:45:00,us,triangle,300.0
1999-12-01 21:55:00,us,triangle,300.0
1999-12-01 22:00:00,us,formation,10.0
1999-12-01 23:00:00,,light,600.0
1999-12-01 23:00:00,us,disk,600.0
1999-12-01 23:00:00,,unknown,3.0
2000-01-21 00:12:00,,triangle,15.0
2000-12-01 04:29:00,us,fireball,5.0
2000-12-01 04:30:00,us,fireball,10.0
2000-12-01 04:30:00,us,flash,2.0
2000-12-01 04:30:00,us,unknown,300.0
2000-12-01 04:35:00,us,light,5.0
2000-12-01 17:00:00,us,triangle,240.0
2000-01-21 17:15:00,us,fireball,600.0
2000-12-01 17:20:00,us,diamond,300.0
2000-01-21 18:30:00,us,unknown,60.0
2000-12-01 19:20:00,us,light,5.0
2000-12-01 20:23:00,us,light,120.0
2000-12-01 22:43:00,us,triangle,600.0
2000-12-01 23:30:00,,cylinder,300.0
2001-01-21 00:30:00,us,other,3.0
2001-01-21 00:40:00,ca,fireball,600.0
2001-01-21 00:40:00,ca,sphere,300.0
2001-12-01 01:00:00,,sphere,900.0
2001-12-01 02:00:00,us,disk,7200.0
2001-01-21 03:23:00,,triangle,240.0
2001-01-21 05:30:00,us,changing,5.0
2001-12-01 14:30:00,us,formation,300.0
2001-12-01 18:45:00,us,triangle,120.0
2001-12-01 19:00:00,us,diamond,120.0
2001-01-21 19:30:00,us,triangle,20.0
2001-12-01 20:00:00,us,formation,120.0
2001-12-01 20:30:00,,other,600.0
2001-12-01 20:45:00,,cigar,40.0
2001-01-21 21:00:00,us,unknown,1800.0
2001-12-01 21:10:00,,light,120.0
2001-12-01 21:15:00,us,triangle,600.0
2001-12-01 21:15:00,us,triangle,60.0
2001-12-01 21:20:00,us,fireball,600.0
2001-12-01 21:21:00,us,formation,45.0
2001-12-01 21:25:00,us,cylinder,540.0
2001-12-01 21:30:00,us,other,300.0
2001-12-01 21:45:00,us,unknown,120.0
2001-12-01 21:45:00,us,fireball,4.0
2001-12-01 21:54:00,us,disk,86400.0
2001-12-01 22:00:00,us,rectangle,600.0
2001-12-01 22:00:00,,rectangle,300.0
2001-12-01 22:10:00,us,formation,90.0
2001-12-01 22:10:00,us,other,180.0
2001-12-01 22:10:00,us,formation,300.0
2001-12-01 22:15:00,us,formation,45.0
2001-12-01 22:15:00,us,fireball,300.0
2001-12-01 22:18:00,us,formation,60.0
2001-12-01 22:18:00,us,light,180.0
2001-12-01 22:20:00,us,formation,240.0
2001-12-01 22:20:00,us,fireball,3.0
2001-12-01 22:20:00,us,cone,120.0
2001-12-01 22:20:00,us,fireball,60.0
2001-12-01 22:20:00,us,unknown,60.0
2001-12-01 22:20:00,us,formation,180.0
2001-12-01 22:20:00,us,cylinder,180.0
2001-12-01 22:22:00,us,fireball,60.0
2001-12-01 22:25:00,us,other,60.0
2001-12-01 22:26:00,us,light,15.0
2001-12-01 22:28:00,us,light,180.0
2001-12-01 22:30:00,us,formation,300.0
2001-12-01 22:30:00,us,fireball,10.0
2001-12-01 22:30:00,us,unknown,1800.0
2001-12-01 22:30:00,us,formation,120.0
2001-12-01 22:35:00,gb,fireball,20.0
2001-12-01 22:45:00,us,circle,5.0
2001-12-01 22:45:00,us,formation,30.0
2001-12-01 22:50:00,,formation,45.0
2001-12-01 23:00:00,us,other,30.0
2001-12-01 23:00:00,us,circle,900.0
2001-12-01 23:15:00,us,formation,120.0
2002-12-01 04:30:00,us,other,900.0
2002-12-01 05:30:00,us,sphere,900.0
2002-01-21 06:45:00,us,cigar,900.0
2002-12-01 08:15:00,us,unknown,2700.0
2002-12-01 14:05:00,us,cigar,480.0
2002-12-01 16:00:00,us,teardrop,2.0
2002-12-01 17:15:00,us,formation,60.0
2002-12-01 17:30:00,us,sphere,60.0
2002-01-21 18:00:00,us,circle,2.0
2002-01-21 19:05:00,us,disk,2.0
2002-12-01 20:12:00,us,unknown,4.0
2002-12-01 20:40:00,us,disk,10.0
2002-12-01 21:00:00,,light,420.0
2002-12-01 21:00:00,us,,3.0
2002-01-21 22:30:00,us,unknown,180.0
2002-01-21 23:00:00,us,rectangle,3600.0
2002-12-01 23:00:00,us,rectangle,900.0
2002-01-21 23:00:00,us,fireball,480.0
2002-01-21 23:35:00,us,circle,5.0
2002-12-01 00:00:00,,fireball,2631600.0
2003-12-01 02:00:00,us,light,600.0
2003-12-01 05:00:00,us,triangle,10.0
2003-12-01 05:50:00,us,changing,7200.0
2003-12-01 07:10:00,us,other,180.0
2003-12-01 07:30:00,us,circle,900.0
2003-01-21 10:15:00,us,oval,180.0
2003-12-01 12:07:00,us,cylinder,60.0
2003-12-01 13:00:00,us,fireball,900.0
2003-12-01 16:24:00,au,formation,600.0
2003-01-21 17:30:00,us,fireball,900.0
2003-12-01 18:00:00,,light,2.0
2003-12-01 18:20:00,us,light,3.0
2003-12-01 19:30:00,us,fireball,5.0
2003-12-01 19:30:00,us,light,600.0
2003-01-21 19:45:00,us,formation,60.0
2003-01-21 20:48:00,us,diamond,600.0
2003-12-01 21:40:00,us,chevron,2.0
2003-12-01 22:15:00,us,other,1800.0
2003-01-21 22:55:00,,formation,300.0
2004-12-01 00:00:00,us,disk,2400.0
2004-12-01 02:35:00,us,fireball,2.0
2004-12-01 05:00:00,us,cylinder,600.0
2004-01-21 06:35:00,,flash,2.0
2004-01-21 07:00:00,us,other,120.0
2004-12-01 08:05:00,ca,teardrop,120.0
2004-01-21 08:30:00,us,disk,180.0
2004-01-21 08:35:00,us,cylinder,5.0
2004-12-01 09:00:00,us,egg,5400.0
2004-01-21 12:00:00,ca,other,10.0
2004-01-21 18:00:00,us,disk,37800.0
2004-01-21 18:23:00,us,circle,180.0
2004-01-21 18:50:00,us,light,2700.0
2004-12-01 19:15:00,us,sphere,300.0
2004-12-01 19:30:00,,triangle,5.0
2004-01-21 20:00:00,us,fireball,30.0
2004-01-21 20:00:00,us,fireball,45.0
2004-01-21 20:00:00,us,fireball,45.0
2004-01-21 20:15:00,,triangle,5.0
2004-01-21 20:26:00,us,cylinder,120.0
2004-12-01 23:00:00,us,fireball,3.0
2004-12-01 23:00:00,us,triangle,300.0
2004-12-01 23:40:00,us,fireball,5.0
2004-01-21 23:40:00,us,fireball,120.0
2004-01-21 00:00:00,,unknown,10.0
2005-12-01 05:00:00,us,sphere,180.0
2005-12-01 05:00:00,ca,fireball,90.0
2005-12-01 05:30:00,us,chevron,600.0
2005-12-01 06:00:00,us,light,600.0
2005-12-01 17:00:00,us,triangle,18000.0
2005-01-21 17:00:00,us,changing,600.0
2005-12-01 18:00:00,us,other,37800.0
2005-01-21 18:00:00,us,teardrop,300.0
2005-12-01 18:39:00,us,light,600.0
2005-01-21 18:50:00,us,other,180.0
2005-01-21 19:00:00,us,changing,60.0
2005-12-01 20:00:00,us,circle,1200.0
2005-12-01 21:00:00,,circle,1.0
2005-12-01 21:00:00,us,cigar,600.0
2005-12-01 22:00:00,us,unknown,37800.0
2006-01-21 00:00:00,us,unknown,86400.0
2006-12-01 01:00:00,us,unknown,1200.0
2006-01-21 03:15:00,,other,30.0
2006-01-21 04:30:00,,light,240.0
2006-12-01 06:15:00,us,circle,180.0
2006-12-01 06:30:00,us,triangle,120.0
2006-12-01 15:00:00,us,disk,300.0
2006-12-01 15:30:00,us,cigar,420.0
2006-01-21 16:15:00,us,light,600.0
2006-12-01 17:00:00,us,other,3600.0
2006-12-01 17:16:00,us,fireball,60.0
2006-01-21 17:45:00,us,other,300.0
2006-01-21 17:50:00,,other,20.0
2006-01-21 18:30:00,us,other,10.0
2006-12-01 18:45:00,us,triangle,6.0
2006-12-01 18:50:00,us,rectangle,10.0
2006-12-01 19:45:00,us,disk,300.0
2006-12-01 21:00:00,us,other,30.0
2006-12-01 21:10:00,us,light,2160.0
2006-01-21 21:45:00,us,other,5.0
2006-12-01 22:00:00,,circle,300.0
2006-01-21 22:00:00,us,unknown,1500.0
2006-01-21 00:00:00,us,unknown,1200.0
2007-01-21 00:00:00,ca,oval,960.0
2007-01-21 02:00:00,us,oval,600.0
2007-12-01 04:05:00,us,sphere,120.0
2007-12-01 09:00:00,us,teardrop,60.0
2007-12-01 09:30:00,us,circle,30.0
2007-12-01 12:00:00,us,formation,10.0
2007-12-01 12:00:00,us,formation,10.0
2007-12-01 12:00:00,us,changing,172800.0
2007-01-21 14:00:00,us,other,5.0
2007-12-01 15:00:00,us,teardrop,85.0
2007-12-01 15:15:00,us,disk,15.0
2007-12-01 17:00:00,us,other,60.0
2007-12-01 18:22:00,us,circle,30.0
2007-12-01 18:25:00,us,light,60.0
2007-01-21 19:30:00,gb,other,600.0
2007-12-01 21:00:00,,,300.0
2007-01-21 21:30:00,us,light,5.0
2007-12-01 22:00:00,us,cigar,4.0
2007-12-01 22:20:00,us,other,300.0
2008-12-01 00:13:00,us,,20.0
2008-12-01 00:15:00,us,light,3.0
2008-01-21 04:00:00,us,other,300.0
2008-12-01 04:05:00,gb,diamond,8.0
2008-12-01 06:00:00,us,light,10800.0
2008-12-01 07:15:00,us,light,10.0
2008-01-21 08:00:00,us,sphere,180.0
2008-01-21 09:24:00,us,cone,180.0
2008-01-21 10:15:00,us,oval,5.0
2008-01-21 18:00:00,gb,diamond,240.0
2008-01-21 18:37:00,us,light,5.0
2008-12-01 19:00:00,us,changing,600.0
2008-01-21 20:00:00,us,other,3600.0
2008-01-21 20:00:00,ca,changing,600.0
2008-12-01 21:21:00,,fireball,180.0
2008-12-01 21:40:00,us,light,300.0
2008-12-01 22:15:00,us,oval,300.0
2009-01-21 00:00:00,us,sphere,1200.0
2009-12-01 00:23:00,us,disk,240.0
2009-12-01 00:45:00,us,fireball,3.0
2009-12-01 02:00:00,us,disk,180.0
2009-12-01 03:00:00,us,rectangle,420.0
2009-01-21 03:30:00,us,other,28800.0
2009-12-01 05:50:00,us,light,600.0
2009-12-01 07:00:00,us,oval,60.0
2009-12-01 16:00:00,us,light,1800.0
2009-01-21 18:00:00,us,other,30.0
2009-01-21 18:15:00,us,unknown,4.0
2009-12-01 18:40:00,us,fireball,15.0
2009-12-01 18:42:00,us,triangle,300.0
2009-01-21 18:45:00,us,light,60.0
2009-01-21 18:45:00,us,circle,3600.0
2009-12-01 18:45:00,us,fireball,2.0
2009-01-21 19:00:00,us,rectangle,180.0
2009-12-01 19:00:00,us,flash,1200.0
2009-12-01 19:00:00,us,other,1200.0
2009-12-01 19:00:00,us,other,1200.0
2009-01-21 20:00:00,us,sphere,105.0
2009-01-21 20:10:00,us,diamond,90.0
2009-01-21 20:30:00,,teardrop,5.0
2009-12-01 20:30:00,us,light,1200.0
2009-01-21 20:45:00,us,changing,1800.0
2009-12-01 21:30:00,us,triangle,120.0
2009-01-21 21:50:00,,light,50.0
2009-12-01 22:00:00,us,light,180.0
2009-01-21 22:30:00,us,triangle,180.0
2009-12-01 22:55:00,us,light,300.0
2009-12-01 23:00:00,us,light,3600.0
2009-01-21 23:00:00,us,circle,300.0
2009-01-21 23:00:00,us,triangle,1800.0
2010-12-01 03:00:00,us,other,300.0
2010-01-21 05:30:00,us,other,900.0
2010-12-01 08:20:00,us,other,15.0
2010-12-01 09:30:00,us,triangle,180.0
2010-12-01 17:30:00,us,other,3600.0
2010-01-21 18:05:00,us,circle,2400.0
2010-01-21 18:40:00,,cylinder,420.0
2010-12-01 19:00:00,us,oval,7.0
2010-12-01 21:15:00,us,chevron,5.0
2010-12-01 21:30:00,us,triangle,180.0
2010-12-01 22:00:00,us,sphere,120.0
2010-01-21 22:19:00,us,sphere,0.5
2010-01-21 22:45:00,us,other,300.0
2010-01-21 23:15:00,,other,40.0
2011-12-01 00:05:00,us,light,420.0
2011-12-01 00:10:00,us,other,60.0
2011-12-01 01:30:00,us,triangle,1800.0
2011-12-01 02:00:00,us,triangle,5.0
2011-01-21 03:58:00,us,circle,600.0
2011-01-21 06:00:00,us,other,1800.0
2011-12-01 06:06:00,us,other,90.0
2011-12-01 07:30:00,us,circle,120.0
2011-01-21 10:50:00,us,formation,150.0
2011-12-01 12:00:00,,circle,600.0
2011-12-01 15:30:00,us,disk,30.0
2011-12-01 17:10:00,us,fireball,1200.0
2011-01-21 17:11:00,us,light,10.0
2011-01-21 17:15:00,us,fireball,5.0
2011-01-21 17:15:00,us,triangle,10.0
2011-12-01 18:00:00,us,circle,120.0
2011-12-01 18:10:00,us,circle,600.0
2011-01-21 18:45:00,us,triangle,15.0
2011-12-01 19:00:00,us,egg,10800.0
2011-12-01 19:00:00,us,light,60.0
2011-12-01 19:00:00,us,triangle,1200.0
2011-12-01 19:30:00,us,formation,600.0
2011-12-01 19:45:00,us,formation,180.0
2011-12-01 20:45:00,,light,360.0
2011-12-01 22:00:00,us,fireball,15.0
2011-12-01 22:30:00,us,triangle,60.0
2011-12-01 23:15:00,us,other,30.0
2012-01-21 00:30:00,us,sphere,1200.0
2012-01-21 03:00:00,,unknown,600.0
2012-01-21 06:36:00,us,triangle,10.0
2012-12-01 11:35:00,us,oval,60.0
2012-12-01 17:10:00,gb,sphere,60.0
2012-12-01 18:00:00,us,rectangle,120.0
2012-12-01 18:50:00,us,formation,600.0
2012-12-01 18:55:00,us,formation,600.0
2012-01-21 18:57:00,us,light,240.0
2012-12-01 19:00:00,us,triangle,20.0
2012-01-21 19:15:00,us,circle,300.0
2012-01-21 19:30:00,,fireball,3600.0
2012-01-21 19:45:00,,light,78.0
2012-12-01 19:45:00,us,fireball,40.0
2012-12-01 19:55:00,us,fireball,300.0
2012-01-21 20:00:00,,light,300.0
2012-12-01 20:35:00,us,fireball,120.0
2012-01-21 21:00:00,us,oval,900.0
2012-01-21 21:00:00,us,circle,240.0
2012-01-21 21:35:00,us,disk,60.0
2012-01-21 21:48:00,us,fireball,300.0
2012-12-01 22:00:00,us,light,1800.0
2012-12-01 22:35:00,,other,180.0
2012-01-21 22:45:00,us,sphere,120.0
2012-12-01 23:15:00,,light,60.0
2013-01-21 00:00:00,us,fireball,45.0
2013-01-21 00:00:00,us,light,2.5
2013-12-01 02:25:00,us,circle,20.0
2013-12-01 04:30:00,us,rectangle,300.0
2013-01-21 05:20:00,us,fireball,15.0
2013-01-21 07:45:00,ca,changing,1335.0
2013-01-21 16:50:00,us,changing,600.0
2013-12-01 17:45:00,us,diamond,1200.0
2013-12-01 18:00:00,us,fireball,60.0
2013-12-01 18:00:00,ca,light,120.0
2013-12-01 18:30:00,us,light,10.0
2013-12-01 19:00:00,us,unknown,600.0
2013-12-01 19:37:00,us,circle,600.0
2013-12-01 20:00:00,us,sphere,60.0
2013-12-01 20:00:00,us,changing,60.0
2013-12-01 20:00:00,us,other,5.0
2013-12-01 20:15:00,us,formation,120.0
2013-01-21 21:00:00,us,circle,600.0
2013-12-01 22:00:00,us,light,10800.0
2013-12-01 22:10:00,us,flash,2.0
2013-12-01 23:45:00,us,circle,30.0
2014-01-21 00:45:00,us,fireball,10.0
2014-01-21 01:00:00,,,20.0
2014-01-21 05:30:00,us,fireball,3.0
2014-01-21 06:00:00,us,light,20.0
2014-01-21 06:50:00,us,changing,180.0
2014-01-21 07:15:00,us,light,300.0
2014-01-21 08:30:00,us,egg,45.0
2014-01-21 17:30:00,us,sphere,600.0
2014-01-21 19:30:00,us,circle,15.0
2014-01-21 19:30:00,us,circle,600.0
2014-01-21 20:00:00,us,disk,120.0
2014-01-21 20:15:00,,sphere,300.0
2014-01-21 20:25:00,us,light,30.0
2014-01-21 21:00:00,,changing,900.0
2014-01-21 21:45:00,us,light,120.0
2014-01-21 22:30:00,us,light,900.0
2014-01-21 23:00:00,us,triangle,600.0
1948-12-12 23:30:00,us,circle,180.0
1950-12-12 22:00:00,us,other,600.0
1965-12-12 23:00:00,us,oval,120.0
1968-12-12 03:00:00,,cigar,300.0
1973-12-12 21:00:00,us,triangle,180.0
1986-12-12 20:00:00,us,light,180.0
1987-12-12 21:00:00,us,cigar,600.0
1989-12-12 07:00:00,,sphere,10.0
1990-12-12 22:00:00,ca,disk,300.0
1991-12-12 23:30:00,au,light,240.0
1992-12-12 00:00:00,ca,fireball,300.0
1994-12-12 23:00:00,us,oval,300.0
1995-12-12 22:30:00,us,,15.0
1995-12-12 23:45:00,,unknown,60.0
1996-12-12 02:06:00,,,420.0
1996-12-12 05:30:00,us,fireball,5.0
1996-12-12 18:00:00,us,light,600.0
1998-12-12 18:45:00,us,fireball,20.0
1998-12-12 23:30:00,,light,1.5
1999-12-12 03:30:00,us,,60.0
1999-12-12 06:30:00,us,other,120.0
1999-12-12 20:15:00,us,diamond,600.0
1999-12-12 21:30:00,us,triangle,60.0
2000-12-12 06:35:00,us,unknown,1200.0
2000-12-12 07:00:00,us,disk,420.0
2000-12-12 15:45:00,us,light,900.0
2000-12-12 18:30:00,us,unknown,1200.0
2000-12-12 18:45:00,us,teardrop,90.0
2000-12-12 22:00:00,us,unknown,600.0
2000-12-12 23:10:00,us,circle,7.0
2000-12-12 23:30:00,us,light,1800.0
2001-12-12 05:15:00,us,light,3600.0
2001-12-12 18:07:00,gb,unknown,30.0
2001-12-12 19:45:00,,light,240.0
2002-12-12 06:00:00,gb,disk,1560.0
2002-12-12 21:05:00,,triangle,20.0
2002-12-12 22:20:00,gb,teardrop,300.0
2003-12-12 13:00:00,us,changing,30.0
2003-12-12 17:30:00,,oval,900.0
2003-12-12 17:50:00,us,teardrop,120.0
2003-12-12 18:00:00,us,other,600.0
2003-12-12 18:00:00,us,light,600.0
2003-12-12 22:00:00,us,light,300.0
2003-12-12 23:00:00,us,circle,600.0
2003-12-12 23:05:00,us,other,5.0
2004-12-12 02:00:00,us,triangle,2700.0
2004-12-12 02:45:00,us,sphere,300.0
2004-12-12 10:00:00,us,sphere,120.0
2004-12-12 16:15:00,,light,600.0
2004-12-12 17:00:00,us,oval,900.0
2004-12-12 17:00:00,us,sphere,1800.0
2004-12-12 18:32:00,us,oval,60.0
2004-12-12 19:00:00,us,flash,300.0
2004-12-12 20:25:00,us,formation,10.0
2004-12-12 21:13:00,us,formation,10.0
2004-12-12 22:00:00,us,light,1800.0
2004-12-12 22:15:00,us,triangle,300.0
2004-12-12 22:46:00,us,light,2.0
2005-12-12 06:15:00,us,sphere,60.0
2005-12-12 09:00:00,,unknown,1200.0
2005-12-12 18:18:00,,chevron,20.0
2005-12-12 18:30:00,us,light,900.0
2005-12-12 18:30:00,us,other,60.0
2005-12-12 19:00:00,us,disk,600.0
2005-12-12 20:00:00,us,sphere,45.0
2005-12-12 20:35:00,us,light,300.0
2005-12-12 22:30:00,us,triangle,240.0
2005-12-12 23:00:00,us,sphere,240.0
2005-12-12 23:00:00,ca,light,2700.0
2005-12-12 00:00:00,us,triangle,240.0
2006-12-12 03:35:00,us,triangle,420.0
2006-12-12 04:12:00,,triangle,30.0
2006-12-12 10:00:00,us,disk,45.0
2006-12-12 18:00:00,gb,oval,5.0
2006-12-12 20:00:00,us,light,4.0
2006-12-12 21:30:00,us,light,600.0
2006-12-12 22:15:00,,unknown,420.0
2006-12-12 23:00:00,gb,circle,3.0
2006-12-12 23:30:00,us,triangle,60.0
2007-12-12 01:00:00,us,triangle,300.0
2007-12-12 06:15:00,,diamond,900.0
2007-12-12 09:30:00,us,oval,120.0
2007-12-12 13:00:00,us,oval,900.0
2007-12-12 14:00:00,us,cylinder,50.0
2007-12-12 15:00:00,us,oval,180.0
2007-12-12 16:00:00,us,changing,600.0
2007-12-12 16:30:00,,light,1800.0
2007-12-12 17:00:00,,,900.0
2007-12-12 17:00:00,us,unknown,900.0
2007-12-12 17:00:00,us,light,4.0
2007-12-12 17:00:00,us,formation,30.0
2007-12-12 17:00:00,us,other,300.0
2007-12-12 17:10:00,us,unknown,10.0
2007-12-12 17:25:00,us,formation,600.0
2007-12-12 17:45:00,us,light,600.0
2007-12-12 17:52:00,us,circle,2.0
2007-12-12 19:50:00,us,unknown,60.0
2007-12-12 21:00:00,us,cylinder,20.0
2007-12-12 21:25:00,us,light,180.0
2007-12-12 21:30:00,us,light,2.0
2007-12-12 22:09:00,ca,light,15.0
2007-12-12 23:00:00,us,circle,5.0
2008-12-12 01:00:00,us,light,10.0
2008-12-12 06:15:00,us,triangle,30.0
2008-12-12 14:50:00,us,unknown,30.0
2008-12-12 18:40:00,us,light,600.0
2008-12-12 21:29:00,gb,sphere,45.0
2008-12-12 23:30:00,us,light,120.0
2008-12-12 23:55:00,us,triangle,300.0
2008-12-12 23:57:00,,triangle,60.0
2008-12-12 00:00:00,,light,7200.0
2009-12-12 02:10:00,us,sphere,5.0
